"screenId","screenTitle","actionId","label","scope","visibility","request","operationId","destination","conditionalBranches","productionEffect","actor","guard","errors","offline","idempotency","confirmation"
"ADAPT","Make Mine","ADAPT.nav0","Today","navigation","","LOCAL navigate","","TODAY","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"ADAPT","Make Mine","ADAPT.nav1","Cook","navigation","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"ADAPT","Make Mine","ADAPT.nav2","Cookbook","navigation","","LOCAL navigate","","COOKBOOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"ADAPT","Make Mine","ADAPT.nav3","Inbox","navigation","","LOCAL navigate","","INBOX","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"ADAPT","Make Mine","ADAPT.nav4","My Plate","navigation","","LOCAL navigate","","PROFILE_PLATE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.back","Back","back","","LOCAL navigate","","ADAPT","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.01","Use this version","screen","","LOCAL navigate","","RECIPE","[]","Select immutable returned variant; do not rewrite source recipe.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.02","Try another swap","screen","","POST /v1/plans/{planId}/adaptations","adaptPlan","","[]","Exclude rejected candidate while preserving constraints; stop honestly when no alternatives remain.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Retain input and retry online; do not show a durable success before server receipt.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"VARIANT","Your version, explained","VARIANT.03","Change my request","screen","","LOCAL navigate","","ADAPT","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.04","View original","screen","","LOCAL navigate","","RECIPE","[]","Restore source selection if access/revision remains valid.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.nav0","Today","navigation","","LOCAL navigate","","TODAY","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.nav1","Cook","navigation","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.nav2","Cookbook","navigation","","LOCAL navigate","","COOKBOOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.nav3","Inbox","navigation","","LOCAL navigate","","INBOX","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"VARIANT","Your version, explained","VARIANT.nav4","My Plate","navigation","","LOCAL navigate","","PROFILE_PLATE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"COOK","Cooking, one step at a time","COOK.back","Back","back","","LOCAL navigate","","HOME","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"COOK","Cooking, one step at a time","COOK.01","Next step","screen","","PATCH /v1/cook-sessions/{sessionId}","updateCookSession","","[]","Advance within revision bounds using a monotonic local event counter; sync idempotently.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Queue private progress locally; show sync state.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"COOK","Cooking, one step at a time","COOK.02","Previous step","screen","","LOCAL update","","","[]","Move local view backward without undoing completed work; synchronize view cursor when online.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"COOK","Cooking, one step at a time","COOK.03","Start step timer","screen","","LOCAL navigate","","TIMER","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"COOK","Cooking, one step at a time","COOK.04","See ingredients","screen","","LOCAL navigate","","RECIPE","[]","Open pinned read-only recipe overlay; retain cooking cursor.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"COOK","Cooking, one step at a time","COOK.05","Finish meal","screen","","POST /v1/cook-sessions/{sessionId}/complete","completeCookSession","MEAL_DONE","[]","Mark completion once using idempotency key; do not create feedback or social post.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Queue private completion and preserve acknowledgement state.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"COOK","Cooking, one step at a time","COOK.06","Pause and leave","screen","","LOCAL navigate","","HOME","[]","Persist progress and active timer deadline; resumption chip appears on Home.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.back","Back","back","","LOCAL navigate","","COOK","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.01","Start timer","screen","","EXTERNAL OS.scheduleLocalTimer","","","[]","Persist timer ID and deadline, request context-specific local notification permission if needed; no server alarm dependency.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.02","Pause timer","screen","","LOCAL update","","","[]","Persist remaining duration and cancel pending OS notification.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.03","Reset timer","screen","","LOCAL update","","","[]","Cancel current notification and restore chosen duration; no cook-step advancement.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.04","Back to cooking","screen","","LOCAL navigate","","COOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.05","Resume timer","screen","","EXTERNAL OS.scheduleLocalTimer","","","[]","Use persisted remaining duration to create a fresh deadline and best-effort OS alert; never restart full duration silently.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally.","No durable command; provider/native-specific replay protection applies.","no"
"TIMER","Step timer","TIMER.06","Cancel timer","screen","","EXTERNAL OS.cancelLocalTimer","","COOK","[]","Cancel the selected timer/notification and retain other active timers and cooking progress.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.back","Back","back","","LOCAL navigate","","HOME","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.01","Make again","screen","","POST /v1/saved-recipes","saveRecipe","COOKBOOK","[]","Create/return the immutable private save and record explicit makeAgain intent using one idempotent command receipt; no public post or implicit sharing.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Retain input and retry online; do not show a durable success before server receipt.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.02","Leave a quick thought","screen","","LOCAL navigate","","FEEDBACK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.03","Share Your Take","screen","","LOCAL navigate","","CAPTURE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.04","Use an ingredient again","screen","","LOCAL navigate","","REUSE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.05","Done for now","screen","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.nav0","Today","navigation","","LOCAL navigate","","TODAY","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.nav1","Cook","navigation","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.nav2","Cookbook","navigation","","LOCAL navigate","","COOKBOOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.nav3","Inbox","navigation","","LOCAL navigate","","INBOX","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"MEAL_DONE","Dinner, handled","MEAL_DONE.nav4","My Plate","navigation","","LOCAL navigate","","PROFILE_PLATE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.back","Back","back","","LOCAL navigate","","MEAL_DONE","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.01","Save feedback","screen","","POST /v1/feedback","createFeedback","MEAL_DONE","[]","Upsert explicit feedback for the user and session; create reviewable memory candidates with provenance.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Queue private feedback with client operation ID.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.02","Skip","screen","","LOCAL navigate","","MEAL_DONE","[]","Create no feedback record or negative preference.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.03","Edit previous feedback","screen","","PATCH /v1/feedback/{feedbackId}","updateFeedback","","[]","Revise owned explicit feedback; update derived memory provenance and ranking revision.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Retain input and retry online; do not show a durable success before server receipt.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.04","Remove my feedback","screen","","DELETE /v1/feedback/{feedbackId}","deleteFeedback","MEAL_DONE","[]","Retract source feedback and resulting unsupported memory influences; retain only legally required audit metadata.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Retain input and retry online; do not show a durable success before server receipt.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","yes"
"FEEDBACK","Worth an encore?","FEEDBACK.nav0","Today","navigation","","LOCAL navigate","","TODAY","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.nav1","Cook","navigation","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.nav2","Cookbook","navigation","","LOCAL navigate","","COOKBOOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.nav3","Inbox","navigation","","LOCAL navigate","","INBOX","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"FEEDBACK","Worth an encore?","FEEDBACK.nav4","My Plate","navigation","","LOCAL navigate","","PROFILE_PLATE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.back","Back","back","","LOCAL navigate","","MEAL_DONE","[]","Return to previous allowed screen; retain draft/session state. Unsaved destructive exits ask before discarding.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.01","Find a next use","screen","","POST /v1/reuse-options","createReuseOptions","RECOMMENDATIONS","[]","Submit explicit reuse intent and current constraints; do not infer safe storage or expiry.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Retain input and retry online; do not show a durable success before server receipt.","Stable client operation ID for durable command; server idempotency record and transaction receipt. If-Match where versioned.","no"
"REUSE","One useful next meal","REUSE.02","Not now","screen","","LOCAL navigate","","MEAL_DONE","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.nav0","Today","navigation","","LOCAL navigate","","TODAY","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.nav1","Cook","navigation","","LOCAL navigate","","HOME","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.nav2","Cookbook","navigation","","LOCAL navigate","","COOKBOOK","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
"REUSE","One useful next meal","REUSE.nav3","Inbox","navigation","","LOCAL navigate","","INBOX","[]","Preserve the current draft and open the destination.","guest-or-member","Validate authentication scope, feature flag, resource ownership/membership, current revision and required field constraints on the server for network operations.","401 expired session → login with safe return; 403/404 unavailable → remove restricted content; 409/412 conflict → refresh and review; 422 invalid → inline correction; 429/503 → bounded retry with input retained.","Available locally; reauthorize any destination data on access.","No durable command; provider/native-specific replay protection applies.","no"
